Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
OQ586650,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2389,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2389/2022, complete genome"
OQ586651,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2416,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2416/2022, complete genome"
OQ586652,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2490,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2490/2022, complete genome"
OQ586653,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2498,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2498/2022, complete genome"
OQ586654,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2502,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2502/2022, complete genome"
OQ586655,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2518,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2518/2022, complete genome"
OQ586656,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2535,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2535/2022, complete genome"
OQ586657,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2578,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2578/2022, complete genome"
OQ586658,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2605,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2605/2022, complete genome"
OQ586659,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2606,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2606/2022, complete genome"
OQ586660,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2608,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2608/2022, complete genome"
OQ586661,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2612,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2612/2022, complete genome"
OQ586662,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-2946,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-2946/2022, complete genome"
OQ586663,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-3341,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-3341/2022, complete genome"
OQ586664,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-3244,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-3244/2022, complete genome"
OQ586665,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-3245,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-3245/2022, complete genome"
OQ586666,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-3246,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-3246/2022, complete genome"
OQ586667,Severe acute respiratory syndrome coronavirus 2,,"Yang,W., Chen,Z., Gao,D., Zhang,L., Zhu,R., Zhang,Q., Zhang,F., Chen,B., Li,Z., Chang,H.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2023-03-08T00:00:00Z,LA-3345,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,oronasopharynx,2022-04-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/LA-3345/2022, complete genome"
OQ553652,Severe acute respiratory syndrome coronavirus 2,,"Geng,H., Chu,G., Yu,S., Hu,S., Yang,G., Zhang,R., Nie,G.","Jiangsu International Travel Healthcare Center, Nanjing Customs Port Outpatient Department",China,2023-03-02T00:00:00Z,NJ-35,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2023-02-05,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/NJ-35/2023, complete genome"
ON553962,Human coronavirus HKU1,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-HKU1/BIME141-02/2017,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),30144,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus HKU1 isolate HCoV-HKU1/BIME141-02/2017, complete genome"
ON553963,Human coronavirus HKU1,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-HKU1/BIME190-04/2017,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),29863,GenBank,complete,,,,China,China,,Homo sapiens,,2017,,"Human coronavirus HKU1 isolate HCoV-HKU1/BIME190-04/2017, complete genome"
ON553964,Human coronavirus HKU1,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-HKU1/BIME352-01/2018,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,ssRNA(+),29932,GenBank,complete,,,,China,China,,Homo sapiens,,2018,,"Human coronavirus HKU1 isolate HCoV-HKU1/BIME352-01/2018, complete genome"
ON553965,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME011-73/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27510,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME011-73/2016, complete genome"
ON553966,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME028-62/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27500,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME028-62/2016, complete genome"
ON553967,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME034-71/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27517,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME034-71/2016, complete genome"
ON553968,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME036-72/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27526,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME036-72/2016, complete genome"
ON553969,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME042-63/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27528,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME042-63/2016, complete genome"
ON553970,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME048-59/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27554,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME048-59/2016, complete genome"
ON553971,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME051-76/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27570,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME051-76/2016, complete genome"
ON553973,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME068-56/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27523,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME068-56/2016, complete genome"
ON553974,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME070-61/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27503,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME070-61/2016, complete genome"
ON553975,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME089-67/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27464,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME089-67/2016, complete genome"
ON553976,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME097-57/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27530,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME097-57/2016, complete genome"
ON553977,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME099-75/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27517,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME099-75/2016, complete genome"
ON553978,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME102-64/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27518,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME102-64/2016, complete genome"
ON553979,Human coronavirus NL63,,"Ye,R.-Z., Gong,C., Cui,X.-M., Liu,J.-Y., Fan,H., Xie,H., Wang,Q., Ren,Z.-Y., Zhang,Y.-W., Xia,L.-Y., Zhang,M.-Z., Li,Y.-Y., Li,Z.-H., Du,L.-F., Zhang,J., Cheng,N., Shi,W., Li,M.-Z., Zhao,L., Jiang,J.-F., Jia,N., Huang,F., Cao,W.-C.","Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",China,2023-02-21T00:00:00Z,HCoV-NL63/BIME103-65/2016,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),27508,GenBank,complete,,,,China,China,,Homo sapiens,,2016,,"Human coronavirus NL63 isolate HCoV-NL63/BIME103-65/2016, complete genome"
